Código comuna,Comuna,ruralidad,nivel_promedio,desviacion_estandar
7301,Curicó,0.11904761904761907,2.140088593576966,1.3908332998237734
7302,Hualañé,0.6153846153846154,4.0,0.0
7303,Licantén,0.6208791208791209,4.0,0.0
7304,Molina,0.24406779661016942,4.783050847457627,2.4880155145827296
7305,Rauco,0.6035502958579881,4.0,0.0
7306,Romeral,0.6280193236714975,3.256038647342995,0.9666665459540686
7307,Sagrada Familia,0.6398104265402844,4.0,0.0
7308,Teno,0.6655172413793105,4.0,0.0
7309,Vichuquén,0.7205882352941178,3.161764705882353,1.3461305560934433
7401,Linares,0.18001800180018002,4.645364536453646,2.6388146200304314
7402,Colbún,0.5333333333333334,2.4,1.4966629547095767
7403,Longaví,0.6840796019900497,4.0,0.0
7404,Parral,0.2250396196513471,4.071315372424722,2.6399919584714264
7405,Retiro,0.6633663366336633,4.0,0.0
7406,San Javier,0.33673469387755106,3.9816326530612245,2.443164013255858
7407,Villa Alegre,0.3883928571428572,2.8348214285714284,1.4621540995973672
7408,Yerbas Buenas,0.651063829787234,4.0,0.0
8101,Concepción,0.04684618222058279,2.2268535595721137,0.73723867469668
8102,Coronel,0.0899508081517919,3.7111735769501055,2.8472832707656743
8103,Chiguayante,0.013948497854077146,1.9506437768240343,0.5439183992442059
8104,Florida,0.5505050505050506,2.3484848484848486,1.492328100271968
8105,Hualqui,0.3555555555555556,2.933333333333333,1.4360439485692011
8106,Lota,0.044660194174757306,3.8660194174757283,0.619670034033656
8107,Penco,0.11627906976744184,4.514950166112957,2.793670304148416
8108,San Pedro de La paz,0.01298701298701288,2.1074380165289255,0.7730886400987061
8109,Santa Juana,0.5811320754716982,4.0,0.0
8110,Talcahuano,0.02474690663667034,1.7750281214848145,0.6995142331030828
8111,Tomé,0.170998632010944,4.424076607387141,2.8222625446638188
8112,Hualpén,0.06057596822244293,1.7994041708043693,0.6900337790203886
8201,Lebu,0.3371559633027523,2.988532110091743,1.418215913536902
8202,Arauco,0.3316953316953317,3.6904176904176906,2.4328791191375907
8203,Cañete,0.4660421545667448,5.067915690866511,0.9976910638740455
8204,Contulmo,0.7066666666666668,4.0,0.0
8205,Curanilahue,0.32735426008968616,4.36322869955157,2.346238737270891
8206,Los Álamos,0.33933933933933935,2.981981981981982,1.420455338630793
8207,Tirúa,0.7386934673366834,4.0,0.0
8301,Los Ángeles,0.27160493827160503,2.9176954732510287,1.9734387583043622
8302,Antuco,0.695945945945946,1.0,0.0
8303,Cabrero,0.2923497267759563,4.0,0.0
8304,Laja,0.40689655172413786,4.0,0.0
8305,Mulchén,0.31506849315068486,3.0547945205479454,1.393629448587384
8306,Nacimiento,0.2857142857142858,3.142857142857143,1.355261854357877
8307,Negrete,0.5939086294416243,2.218274111675127,1.4733059844606486
8308,Quilaco,0.6499999999999999,1.0,0.0
8309,Quilleco,0.5947136563876652,2.2158590308370045,1.4728421197274044
8310,San Rosendo,0.5222222222222221,1.0,0.0
8311,Santa Bárbara,0.6018518518518519,2.1944444444444446,1.4685488764318115
8312,Tucapel,0.40816326530612246,2.7755102040816326,1.4744809688317095
8313,Yumbel,0.45783132530120474,4.0,0.0
8314,Alto Biobío,1.0,4.0,0.0
9101,Temuco,0.07128250073035347,2.081215308209173,1.0443596883859676
9102,Carahue,0.4104234527687296,2.768729641693811,1.4757318115684557
9103,Cunco,0.5714285714285714,4.0,0.0
9104,Curarrehue,0.751131221719457,4.0,0.0
9105,Freire,0.7023809523809523,4.0,0.0
9106,Galvarino,0.6878980891719746,1.9363057324840764,1.3900535143546404
9107,Gorbea,0.42660550458715596,4.0,0.0
9108,Lautaro,0.33333333333333326,3.9204545454545454,2.448197810770436
9109,Loncoche,0.29738562091503273,4.0,0.0
9110,Melipeuco,0.6423841059602649,2.0728476821192054,1.4378946057792499
9111,Nueva Imperial,0.4363636363636363,4.0,0.0
9112,Padre Las Casas,0.46327130264446614,4.593535749265426,2.116193183654019
9113,Perquenco,0.6848484848484848,4.0,0.0
9114,Pitrufquén,0.3895027624309393,4.0,0.0
9115,Pucón,0.34945054945054954,4.395604395604396,2.2082717665961122
9116,Saavedra,0.7486910994764397,4.0,0.0
9117,Teodoro Schmidt,0.6563876651982379,2.0308370044052864,1.4247407074849074
9118,Toltén,0.5693069306930694,2.292079207920792,1.485519755580906
9119,Vilcún,0.4707602339181287,5.058479532163743,0.9982886077271991
9120,Villarrica,0.41646191646191655,3.8157248157248156,2.9943350942171363
9121,Cholchol,0.6808510638297873,4.0,0.0
9201,Angol,0.15555555555555545,4.203921568627451,2.74925735314985
9202,Collipulli,0.38095238095238093,2.857142857142857,1.456862718169367
9203,Curacautín,0.3157894736842106,4.0,0.0
9204,Ercilla,0.6587301587301588,2.0238095238095237,1.4224073363089378
9205,Lonquimay,0.751937984496124,1.744186046511628,1.295664025784569
9206,Los Sauces,0.6218905472636815,2.1343283582089554,1.4547454245983529
9207,Lumaco,0.5405405405405406,2.3783783783783785,1.4950612633447924
9208,Purén,0.529126213592233,2.412621359223301,1.4974528283508688
9209,Renaico,0.37688442211055273,2.869346733668342,1.453816697637129
9210,Traiguén,0.3665480427046264,2.900355871886121,1.4455847176303103
9211,Victoria,0.31074766355140193,5.378504672897196,0.9255993801829095
10101,Puerto Montt,0.11619241192411933,2.1670054200542004,1.4462673112090925
10102,Calbuco,0.5464135021097047,4.0,0.0
10104,Fresia,0.688622754491018,4.0,0.0
10105,Frutillar,0.43853820598006643,4.877076411960133,0.9924161382723504
10106,Los Muermos,0.6132596685082874,4.0,0.0
10107,Llanquihue,0.3993808049535603,4.798761609907121,0.9795422963572458
10108,Maullín,0.47126436781609193,4.0,0.0
10109,Puerto Varas,0.19342359767891693,4.112185686653771,1.0177279946674116
10201,Castro,0.22162162162162158,6.0,0.0
10202,Ancud,0.28859060402684555,2.790268456375839,2.0873474533528005
10203,Chonchi,0.6262135922330097,4.0,0.0
10204,Curaco de Vélez,0.8,3.6,0.8
10205,Dalcahue,0.5838150289017341,4.0,0.0
10206,Puqueldón,1.0,4.0,0.0
10207,Queilén,0.7133333333333334,4.0,0.0
10208,Quellón,0.2962962962962963,5.407407407407407,0.9132465189583668
10209,Quemchi,0.6736111111111112,4.0,0.0
10210,Quinchao,0.6928571428571428,3.3857142857142857,0.9226182795695728
10301,Osorno,0.06621004566210043,1.8339041095890412,1.09029186739232
10302,Puerto Octay,0.8043478260869565,4.0,0.0
10303,Purranque,0.5289855072463767,4.0,0.0
10304,Puyehue,0.5157894736842106,4.0,0.0
10305,Río Negro,0.599078341013825,4.0,0.0
10306,San Juan de la Costa,0.7349397590361446,1.7951807228915662,1.324095837398617
10307,San Pablo,0.6854460093896713,4.0,0.0
11101,Coyhaique,0.17363205514864277,6.0,0.0
11102,Lago Verde,1.0,4.0,0.0
11201,Aysén,0.15632458233890212,4.0,0.0
11202,Cisnes,0.3265306122448979,2.6530612244897958,0.9378877790266169
11301,Cochrane,0.20512820512820507,2.8205128205128207,1.6151811023613971
11303,Tortel,1.0,7.0,0.0
11401,Chile Chico,0.619718309859155,4.0,0.0
11402,Río Ibáñez,1.0,4.0,0.0
12101,Punta Arenas,0.05273833671399597,3.913032454361055,0.6291535678421118
12102,Laguna Blanca,1.0,7.0,0.0
12103,Río Verde,1.0,3.0,0.0
12104,San Gregorio,1.0,2.0,0.0
12201,Cabo de Hornos,0.0,3.0,0.0
12301,Porvenir,0.18442622950819665,2.737704918032787,1.5513256028446725
12302,Primavera,1.0,7.0,0.0
12303,Timaukel,1.0,7.0,0.0
12401,Natales,0.16819571865443428,6.0,0.0
12402,Torres del Paine,1.0,3.0,0.0
13101,Santiago,0.0,6.0,0.0
13102,Cerrillos,0.0,3.8778054862842892,0.32751032736921704
13103,Cerro Navia,0.0,1.6522522522522523,0.47625544793116703
13104,Conchalí,0.0,1.9160714285714286,0.5429011965207605
13105,El Bosque,0.0,5.6,2.537715508089904
13106,Estación Central,0.0,2.158536585365854,0.5474484943654688
13107,Huechuraba,0.06340579710144922,1.9873188405797102,0.745653142208636
13108,Independencia,0.0,3.601503759398496,0.48958858935638216
13109,La Cisterna,0.0,3.685968819599109,0.4641288594096622
13110,La Florida,0.005661348430262558,2.2259392691713846,0.5261130938899068
13111,La Granja,0.0,1.7165354330708662,0.45067993767729714
13112,La Pintana,0.0,3.714714714714715,2.98640457841862
13113,La Reina,0.0,3.2517605633802815,0.434024402662713
13114,Las Condes,0.0,7.0,0.0
13115,Lo Barnechea,0.033973412112259904,3.809453471196455,0.7496128964416131
13116,Lo Espejo,0.0,1.6244444444444444,0.48426602218916165
13117,Lo Prado,0.0,5.589073634204276,2.5445716702574552
13118,Macul,0.0,3.6300675675675675,0.4827861098530655
13119,Maipú,0.03809523809523818,3.755809523809524,0.4296062005236245
13120,Ñuñoa,0.0,7.0,0.0
13121,Pedro Aguirre Cerda,0.0,6.0,0.0
13122,Peñalolén,0.0,2.1211101766190077,0.5861881930039278
13123,Providencia,0.0,3.0,0.0
13124,Pudahuel,0.08622016936104693,2.272517321016166,0.6861260465676146
13125,Quilicura,0.039010466222645146,3.660323501427212,0.6770222834043126
13126,Quinta Normal,0.0,3.7635379061371843,0.42490913384961343
13127,Recoleta,0.0,1.9814814814814814,0.5332722444437752
13128,Renca,0.0,5.638888888888889,2.5127759967566834
13129,San Joaquín,0.0,6.0,0.0
13130,San Miguel,0.0,2.5580204778157,0.49662221472064444
13131,San Ramón,0.0,4.662531017369727,2.925927656491704
13132,Vitacura,0.0,2.8051750380517504,0.39606589874680287
13201,Puente Alto,0.0,2.097680955727337,0.5350815459581347
13202,Pirque,0.6089552238805971,5.217910447761194,0.975968768330481
13203,San José de Maipo,0.6818181818181819,4.636363636363637,0.9315409787235999
13301,Colina,0.2367941712204007,2.8051001821493626,1.8496027828818844
13302,Lampa,0.24734982332155475,2.5247349823321557,1.9431649305793577
13303,Tiltil,0.6178343949044587,4.764331210191083,0.9718334330069122
13401,San Bernardo,0.09727851766068318,2.1036479444122755,0.8323396183483432
13402,Buin,0.23920265780730898,2.4551495016611296,1.054407799769158
13403,Calera de Tango,0.6036363636363635,5.207272727272727,0.9782831985314506
13404,Paine,0.4057017543859649,3.969298245614035,2.799424351634321
13501,Melipilla,0.3413793103448275,2.25,1.8093388009302527
13502,Alhué,0.760233918128655,4.0,0.0
13503,Curacaví,0.5536332179930796,5.107266435986159,0.994230311200995
13504,María Pinto,0.5380710659898478,4.0,0.0
13505,San Pedro,1.0,4.0,0.0
13601,Talagante,0.3196125907990315,6.0,0.0
13602,El Monte,0.40416666666666656,4.0,0.0
13603,Isla de Maipo,0.4379310344827587,4.875862068965517,0.9922649717078992
13604,Padre Hurtado,0.37136465324384793,5.715883668903803,2.0491266355620836
13605,Peñaflor,0.3151969981238274,4.98499061913696,2.2788199790895596
14101,Valdivia,0.06328818309201312,2.1039234002802427,1.0986759139374322
14102,Corral,0.6857142857142857,1.9428571428571428,1.392692297937593
14103,Lanco,0.27752293577981657,4.0,0.0
14104,Los Lagos,0.4734848484848484,4.0,0.0
14105,Máfil,0.46370967741935476,2.3911290322580645,1.4960438203418154
14106,Mariquina,0.5551330798479088,4.0,0.0
14107,Paillaco,0.4448000000000001,4.0,0.0
14108,Panguipulli,0.5360721442885772,4.0,0.0
14201,La Unión,0.36613475177304955,4.314716312056738,2.6589997901579756
14202,Futrono,0.4107883817427387,4.0,0.0
14203,Lago Ranco,0.8214285714285714,4.0,0.0
14204,Río Bueno,0.4688172043010752,5.06236559139785,0.9980533718241708
15101,Arica,0.08901112639079889,1.8877359669958744,0.8843054403368008
15102,Camarones,1.0,1.0,0.0
15201,Putre,0.4025974025974026,2.792207792207792,1.4712629289739643
15202,General Lagos,1.0,1.0,0.0
16101,Chillán,0.10035714285714281,2.037142857142857,1.2115717570366928
16102,Bulnes,0.3666666666666667,5.266666666666667,0.9637888196533974
16103,Chillán Viejo,0.15114235500878737,5.244288224956064,1.790937907432758
16104,El Carmen,0.6473429951690821,2.0579710144927534,1.4333912152554287
16105,Pemuco,0.5707964601769913,2.2876106194690267,1.4848874539969923
16106,Pinto,0.5663716814159292,5.132743362831858,0.9911504424778761
16107,Quillón,0.5221238938053097,4.0,0.0
16108,San Ignacio,0.5631399317406143,1.0,0.0
16109,Yungay,0.25068119891008167,4.0,0.0
16201,Quirihue,0.4530201342281879,2.640939597315436,1.4933639977944302
16202,Cobquecura,0.7549668874172186,3.5099337748344372,0.8602136625763983
16203,Coelemu,0.2937685459940653,3.1186943620178043,1.3664615934622466
16204,Ninhue,0.6614173228346456,1.0,0.0
16205,Portezuelo,0.6692307692307693,3.0076923076923077,1.4114703400036641
16206,Ránquil,0.768041237113402,1.0,0.0
16207,Trehuaco,0.6994535519125684,1.901639344262295,1.3754870139936415
16301,San Carlos,0.3815028901734103,4.47514450867052,2.3109979844905872
16302,Coihueco,0.6591928251121075,5.318385650224215,0.9479612743837712
16303,Ñiquén,0.8558951965065502,3.567685589519651,1.0535879089720401
16304,San Fabián,0.7465753424657535,1.7602739726027397,1.3049158610389668
16305,San Nicolás,0.5555555555555556,4.0,0.0
