Código región,Región,Provincia,Código comuna,Comuna,poblacion_total,País o continente de nacimiento,poblacion_migrante,porcentaje
15,Arica y Parinacota,Arica,15101,Arica,241653.0,Total nacidos fuera del país,35592,14.73
15,Arica y Parinacota,Arica,15102,Camarones,861.0,Total nacidos fuera del país,101,11.73
15,Arica y Parinacota,Parinacota,15201,Putre,1547.0,Total nacidos fuera del país,362,23.4
15,Arica y Parinacota,Parinacota,15202,General Lagos,508.0,Total nacidos fuera del país,133,26.18
